net,length_um
_14999_,5.84
_15058_,5.84
_15835_,5.84
_17832_,5.84
_17888_,5.84
_17899_,5.84
_18527_,5.84
_20995_,5.84
_21370_,5.84
_21849_,5.84
_22215_,5.84
_22655_,5.84
_23787_,5.84
_24241_,5.84
_24607_,5.84
_24662_,5.84
_25114_,5.84
_25658_,5.84
net98,5.84
net330,5.84
net816,5.84
_20659_,5.83
_00350_,5.82
_00908_,5.82
_02254_,5.82
_02274_,5.82
_02374_,5.82
_03003_,5.82
_03307_,5.82
_03656_,5.82
_03994_,5.82
_04756_,5.82
_05134_,5.82
_05844_,5.82
_06456_,5.82
_07830_,5.82
_08561_,5.82
_09169_,5.82
_09580_,5.82
_11478_,5.82
_11573_,5.82
_12151_,5.82
_13621_,5.82
_14123_,5.82
_14506_,5.82
_14578_,5.82
_15392_,5.82
_15602_,5.82
_16774_,5.82
_17384_,5.82
_17718_,5.82
_18113_,5.82
_19450_,5.82
_19506_,5.82
_19646_,5.82
_20329_,5.82
_21194_,5.82
_21258_,5.82
_23482_,5.82
_23815_,5.82
_24849_,5.82
_25480_,5.82
_25857_,5.82
net925,5.82
_00545_,5.815
_02235_,5.81
_00389_,5.8
_00413_,5.8
_00663_,5.8
_00680_,5.8
_00936_,5.8
_01381_,5.8
_01559_,5.8
_02230_,5.8
_02263_,5.8
_02283_,5.8
_02342_,5.8
_02413_,5.8
_02448_,5.8
_02454_,5.8
_02458_,5.8
_02519_,5.8
_02727_,5.8
_02884_,5.8
_02999_,5.8
_03961_,5.8
_04072_,5.8
_04662_,5.8
_05021_,5.8
_05272_,5.8
_05400_,5.8
_06773_,5.8
_07278_,5.8
_07975_,5.8
_08592_,5.8
_08695_,5.8
_10022_,5.8
_10800_,5.8
_10923_,5.8
_11276_,5.8
_11523_,5.8
_12025_,5.8
_12311_,5.8
_12796_,5.8
_13203_,5.8
_14853_,5.8
_15156_,5.8
_15252_,5.8
_15525_,5.8
_15573_,5.8
_17063_,5.8
_17204_,5.8
_17231_,5.8
_18106_,5.8
_18183_,5.8
_18326_,5.8
_18394_,5.8
_18548_,5.8
_18944_,5.8
_19221_,5.8
_19375_,5.8
_19690_,5.8
_20067_,5.8
_20318_,5.8
_20847_,5.8
_21161_,5.8
_21355_,5.8
_21758_,5.8
_22463_,5.8
_23357_,5.8
_24774_,5.8
_24839_,5.8
_24969_,5.8
_25463_,5.8
_25554_,5.8
net93,5.8
net210,5.8
net974,5.8
_04348_,5.78
_06496_,5.78
_06582_,5.78
_08319_,5.78
_10880_,5.78
_12186_,5.78
_21936_,5.78
_22303_,5.78
_23222_,5.78
_24331_,5.78
A_flat[176],5.77
A_flat[36],5.77
_12734_,5.77
_00675_,5.765
_00693_,5.765
_02189_,5.76
_17889_,5.76
_25527_,5.75
_02397_,5.74
_06996_,5.74
_07225_,5.74
_08409_,5.74
_09993_,5.74
_10129_,5.74
_10141_,5.74
_12265_,5.74
_12702_,5.74
_15046_,5.74
_15189_,5.74
_17999_,5.74
_18211_,5.74
_19414_,5.74
_19527_,5.74
_20343_,5.74
_21346_,5.74
_21665_,5.74
_07972_,5.735
_00599_,5.72
_02098_,5.72
_02296_,5.72
_03151_,5.72
_03308_,5.72
_03732_,5.72
_03887_,5.72
_04228_,5.72
_04544_,5.72
_04773_,5.72
_04869_,5.72
_05468_,5.72
_05544_,5.72
_05654_,5.72
_05830_,5.72
_05949_,5.72
_06188_,5.72
_06227_,5.72
_07049_,5.72
_07161_,5.72
_07652_,5.72
_07689_,5.72
_07969_,5.72
_08177_,5.72
_08466_,5.72
_08480_,5.72
_08563_,5.72
_08896_,5.72
_09309_,5.72
_09690_,5.72
_09864_,5.72
_09932_,5.72
_11209_,5.72
_11456_,5.72
_11646_,5.72
_11856_,5.72
_11926_,5.72
_11983_,5.72
_12451_,5.72
_13332_,5.72
_14264_,5.72
_14429_,5.72
_14657_,5.72
_15040_,5.72
_15094_,5.72
_15513_,5.72
_15521_,5.72
_15764_,5.72
_16068_,5.72
_16195_,5.72
_16358_,5.72
_16368_,5.72
_16752_,5.72
_16811_,5.72
_17322_,5.72
_19017_,5.72
_19156_,5.72
_19284_,5.72
_19304_,5.72
_19428_,5.72
_19696_,5.72
_19840_,5.72
_20875_,5.72
_20907_,5.72
_21189_,5.72
_21318_,5.72
_21598_,5.72
_21986_,5.72
_21988_,5.72
_22009_,5.72
_22091_,5.72
_22872_,5.72
_23071_,5.72
_23114_,5.72
_23710_,5.72
_23758_,5.72
_25248_,5.72
_25749_,5.72
net78,5.72
net884,5.72
_08239_,5.715
_02605_,5.7
_08222_,5.7
_08451_,5.7
_10913_,5.7
_11248_,5.7
_11991_,5.7
_12948_,5.7
_13908_,5.7
_14210_,5.7
_14689_,5.7
_14827_,5.7
_15978_,5.7
_17288_,5.7
_17511_,5.7
_18984_,5.7
_19073_,5.7
_19128_,5.7
_19255_,5.7
_19493_,5.7
_19511_,5.7
_19975_,5.7
_21337_,5.7
_21922_,5.7
_25577_,5.7
_25681_,5.7
_00057_,5.68
_00098_,5.68
_00723_,5.68
_00907_,5.68
_01709_,5.68
_02043_,5.68
_02110_,5.68
_03452_,5.68
_03671_,5.68
_03874_,5.68
_03925_,5.68
_04436_,5.68
_05326_,5.68
_05389_,5.68
_05716_,5.68
_06617_,5.68
_06769_,5.68
_07630_,5.68
_08922_,5.68
_09697_,5.68
_09790_,5.68
_11128_,5.68
_11692_,5.68
_12452_,5.68
_12501_,5.68
_13462_,5.68
_13781_,5.68
_14168_,5.68
_15365_,5.68
_15897_,5.68
_16151_,5.68
_17433_,5.68
_18098_,5.68
_18438_,5.68
_18887_,5.68
_18999_,5.68
_19456_,5.68
_19726_,5.68
_19830_,5.68
_20039_,5.68
_21569_,5.68
_21839_,5.68
_23822_,5.68
_23906_,5.68
_24228_,5.68
_24483_,5.68
_25575_,5.68
net855,5.68
_15769_,5.67
_13661_,5.66
_02057_,5.65
C_flat[161],5.63
C_flat[199],5.63
C_flat[20],5.63
C_flat[227],5.63
C_flat[49],5.63
C_flat[51],5.63
C_flat[57],5.63
C_flat[69],5.63
C_flat[71],5.63
C_flat[73],5.63
C_flat[95],5.63
_15806_,5.63
_05365_,5.62
_07417_,5.62
_08879_,5.62
_12209_,5.62
_18020_,5.62
_23488_,5.62
_25025_,5.62
_25796_,5.62
_00690_,5.605
_00025_,5.6
_00214_,5.6
_00374_,5.6
_00469_,5.6
_00969_,5.6
_01749_,5.6
_03205_,5.6
_03458_,5.6
_05871_,5.6
_06199_,5.6
_08128_,5.6
_09670_,5.6
_10144_,5.6
_11217_,5.6
_11440_,5.6
_13605_,5.6
_14955_,5.6
_16087_,5.6
_16239_,5.6
_16729_,5.6
_17092_,5.6
_18259_,5.6
_19113_,5.6
_19889_,5.6
_20547_,5.6
_20693_,5.6
_22156_,5.6
_22312_,5.6
_24157_,5.6
_24313_,5.6
_24905_,5.6
_24928_,5.6
_25142_,5.6
_25450_,5.6
_25592_,5.6
_25649_,5.6
_25780_,5.6
_01369_,5.58
_03432_,5.58
_05887_,5.58
_07037_,5.58
_07885_,5.58
_09421_,5.58
_09588_,5.58
_11177_,5.58
_12637_,5.58
_13469_,5.58
_22014_,5.58
_23424_,5.58
_25555_,5.58
net220,5.58
net222,5.58
C_flat[116],5.57
_16751_,5.57
_02048_,5.56
_02877_,5.56
_04808_,5.56
_06889_,5.56
_08349_,5.56
_09888_,5.56
_10043_,5.56
_12364_,5.56
_13432_,5.56
_14378_,5.56
_15959_,5.56
_17837_,5.56
_19420_,5.56
_21689_,5.56
_22447_,5.56
_22554_,5.56
_23635_,5.56
_24879_,5.56
_25977_,5.56
_00051_,5.55
_00497_,5.545
_00561_,5.545
_00147_,5.53
_06700_,5.53
_19159_,5.53
_21717_,5.53
_04282_,5.52
_04416_,5.52
_07034_,5.52
_11572_,5.52
_11988_,5.52
_13946_,5.52
_17799_,5.52
A_flat[100],5.51
A_flat[102],5.51
A_flat[104],5.51
A_flat[120],5.51
A_flat[122],5.51
A_flat[124],5.51
A_flat[128],5.51
A_flat[130],5.51
A_flat[132],5.51
A_flat[134],5.51
A_flat[136],5.51
A_flat[138],5.51
A_flat[140],5.51
A_flat[142],5.51
A_flat[144],5.51
A_flat[146],5.51
A_flat[148],5.51
A_flat[150],5.51
A_flat[152],5.51
A_flat[154],5.51
A_flat[156],5.51
A_flat[158],5.51
A_flat[162],5.51
A_flat[164],5.51
A_flat[166],5.51
A_flat[174],5.51
A_flat[180],5.51
A_flat[18],5.51
A_flat[192],5.51
A_flat[198],5.51
A_flat[200],5.51
A_flat[202],5.51
A_flat[204],5.51
A_flat[20],5.51
A_flat[216],5.51
A_flat[218],5.51
A_flat[222],5.51
A_flat[224],5.51
A_flat[226],5.51
A_flat[228],5.51
A_flat[22],5.51
A_flat[232],5.51
A_flat[234],5.51
A_flat[236],5.51
A_flat[238],5.51
A_flat[242],5.51
A_flat[244],5.51
A_flat[248],5.51
A_flat[24],5.51
A_flat[250],5.51
A_flat[252],5.51
A_flat[254],5.51
A_flat[30],5.51
A_flat[42],5.51
A_flat[46],5.51
A_flat[58],5.51
A_flat[64],5.51
A_flat[66],5.51
A_flat[68],5.51
A_flat[6],5.51
A_flat[70],5.51
A_flat[72],5.51
A_flat[74],5.51
A_flat[76],5.51
A_flat[82],5.51
A_flat[84],5.51
A_flat[86],5.51
A_flat[92],5.51
A_flat[94],5.51
A_flat[98],5.51
_02212_,5.5
_04181_,5.5
_07680_,5.5
_09089_,5.5
_11111_,5.5
_15749_,5.5
_16493_,5.5
_18800_,5.5
_16688_,5.495
_20281_,5.49
_00849_,5.48
_00967_,5.48
_01748_,5.48
_02236_,5.48
_02442_,5.48
_03526_,5.48
_03695_,5.48
_04019_,5.48
_04861_,5.48
_04928_,5.48
_04930_,5.48
_05655_,5.48
_05701_,5.48
_05904_,5.48
_05941_,5.48
_05991_,5.48
_06704_,5.48
_07085_,5.48
_07111_,5.48
_08106_,5.48
_08238_,5.48
_09531_,5.48
_09751_,5.48
_11354_,5.48
_12313_,5.48
_12923_,5.48
_13425_,5.48
_14129_,5.48
_14474_,5.48
_14566_,5.48
_14985_,5.48
_15299_,5.48
_15596_,5.48
_16049_,5.48
_16058_,5.48
_16152_,5.48
_16376_,5.48
_16505_,5.48
_17617_,5.48
_19004_,5.48
_19326_,5.48
_19366_,5.48
_20045_,5.48
_20093_,5.48
_20303_,5.48
_21256_,5.48
_22571_,5.48
_22593_,5.48
_23231_,5.48
_23786_,5.48
_23807_,5.48
_23961_,5.48
_24554_,5.48
_25149_,5.48
_25717_,5.48
_25726_,5.48
_25773_,5.48
net801,5.48
_00731_,5.475
_00157_,5.46
_00390_,5.46
_00415_,5.46
_04390_,5.46
_09501_,5.46
_10615_,5.46
_12233_,5.46
_13429_,5.46
_15068_,5.46
_16423_,5.46
_18271_,5.46
_13389_,5.455
_00142_,5.45
_04666_,5.44
_06553_,5.44
_09644_,5.44
_11045_,5.44
_12972_,5.44
_13555_,5.44
_14380_,5.44
_17198_,5.44
_18420_,5.44
_19452_,5.44
_00532_,5.435
_16746_,5.43
_01310_,5.42
C_flat[187],5.41
_00238_,5.41
_08228_,5.41
_00576_,5.405
_00475_,5.4
_01275_,5.4
_02075_,5.4
_02548_,5.4
_02712_,5.4
_03026_,5.4
_03857_,5.4
_03931_,5.4
_03953_,5.4
_04445_,5.4
_05284_,5.4
_06850_,5.4
_08289_,5.4
_09836_,5.4
_11067_,5.4
_11301_,5.4
_11458_,5.4
_11562_,5.4
_11597_,5.4
_13914_,5.4
_14319_,5.4
_15374_,5.4
_15760_,5.4
_16059_,5.4
_16171_,5.4
_16787_,5.4
_16802_,5.4
_16852_,5.4
_17180_,5.4
_17261_,5.4
_18059_,5.4
_18535_,5.4
_19040_,5.4
_20020_,5.4
_20873_,5.4
_21734_,5.4
_22211_,5.4
_22901_,5.4
C_flat[101],5.38
C_flat[15],5.38
C_flat[213],5.38
C_flat[215],5.38
C_flat[219],5.38
C_flat[25],5.38
C_flat[7],5.38
_00021_,5.38
_00479_,5.38
_00488_,5.38
_00677_,5.38
_00714_,5.38
_00926_,5.38
_02253_,5.38
_02930_,5.38
_03903_,5.38
_03930_,5.38
_04156_,5.38
_04801_,5.38
_05282_,5.38
_05612_,5.38
_06277_,5.38
_06482_,5.38
_07339_,5.38
_07860_,5.38
_08258_,5.38
_09276_,5.38
_09373_,5.38
_09410_,5.38
_09872_,5.38
_10380_,5.38
_10487_,5.38
_12014_,5.38
_13323_,5.38
_13880_,5.38
_14041_,5.38
_14858_,5.38
_14959_,5.38
_14978_,5.38
_15207_,5.38
_15241_,5.38
_16337_,5.38
_16392_,5.38
_17040_,5.38
_17209_,5.38
_17421_,5.38
_18658_,5.38
_18745_,5.38
_19626_,5.38
_20017_,5.38
_21675_,5.38
_21857_,5.38
_21943_,5.38
_22833_,5.38
_23483_,5.38
_24388_,5.38
_24548_,5.38
_24559_,5.38
_24652_,5.38
_25868_,5.38
net306,5.38
_06350_,5.375
_16132_,5.37
_00079_,5.36
_01605_,5.36
_02890_,5.36
_05748_,5.36
_06246_,5.36
_06400_,5.36
_07454_,5.36
_07855_,5.36
_09215_,5.36
_09368_,5.36
_09739_,5.36
_10936_,5.36
_11130_,5.36
_11427_,5.36
_13373_,5.36
_14580_,5.36
_14979_,5.36
_15086_,5.36
_15300_,5.36
_16051_,5.36
_19357_,5.36
_19568_,5.36
_20840_,5.36
_22034_,5.36
_23520_,5.36
_23530_,5.36
_23655_,5.36
_25776_,5.36
_22534_,5.355
_00481_,5.34
_00695_,5.34
_01525_,5.34
_01557_,5.34
_02718_,5.34
_02739_,5.34
_03162_,5.34
_03533_,5.34
_03675_,5.34
_03962_,5.34
_04915_,5.34
_05235_,5.34
_07119_,5.34
_08458_,5.34
_08460_,5.34
_08461_,5.34
_09591_,5.34
_10019_,5.34
_10322_,5.34
_11503_,5.34
_11531_,5.34
_11771_,5.34
_11851_,5.34
_12953_,5.34
_13214_,5.34
_13280_,5.34
_13412_,5.34
_14057_,5.34
_14061_,5.34
_14372_,5.34
_14874_,5.34
_14945_,5.34
_15282_,5.34
_15560_,5.34
_15924_,5.34
_16048_,5.34
_16848_,5.34
_16899_,5.34
_17681_,5.34
_18053_,5.34
_18201_,5.34
_19109_,5.34
_19378_,5.34
_19483_,5.34
_19645_,5.34
_19670_,5.34
_19681_,5.34
_20448_,5.34
_21103_,5.34
_21163_,5.34
_21205_,5.34
_22688_,5.34
_23021_,5.34
_23219_,5.34
_23968_,5.34
_24217_,5.34
_24653_,5.34
_25206_,5.34
_25285_,5.34
_25561_,5.34
_25659_,5.34
_24604_,5.335
C_flat[50],5.33
_00045_,5.33
_00052_,5.33
_00082_,5.33
_00689_,5.305
_00732_,5.305
_15770_,5.305
C_flat[103],5.29
C_flat[105],5.29
C_flat[107],5.29
C_flat[108],5.29
C_flat[109],5.29
C_flat[111],5.29
C_flat[113],5.29
C_flat[114],5.29
C_flat[115],5.29
C_flat[117],5.29
C_flat[118],5.29
C_flat[119],5.29
C_flat[11],5.29
C_flat[120],5.29
C_flat[121],5.29
C_flat[123],5.29
C_flat[125],5.29
C_flat[126],5.29
C_flat[127],5.29
C_flat[128],5.29
C_flat[129],5.29
C_flat[132],5.29
C_flat[133],5.29
C_flat[134],5.29
C_flat[135],5.29
C_flat[136],5.29
C_flat[137],5.29
C_flat[138],5.29
C_flat[139],5.29
C_flat[13],5.29
C_flat[143],5.29
C_flat[144],5.29
C_flat[145],5.29
C_flat[146],5.29
C_flat[147],5.29
C_flat[148],5.29
C_flat[14],5.29
C_flat[151],5.29
C_flat[153],5.29
C_flat[155],5.29
C_flat[156],5.29
C_flat[157],5.29
C_flat[159],5.29
C_flat[163],5.29
C_flat[166],5.29
C_flat[167],5.29
C_flat[168],5.29
C_flat[169],5.29
C_flat[170],5.29
C_flat[171],5.29
C_flat[172],5.29
C_flat[173],5.29
C_flat[174],5.29
C_flat[175],5.29
C_flat[176],5.29
C_flat[177],5.29
C_flat[178],5.29
C_flat[179],5.29
C_flat[17],5.29
C_flat[180],5.29
C_flat[181],5.29
C_flat[183],5.29
C_flat[184],5.29
C_flat[185],5.29
C_flat[186],5.29
C_flat[188],5.29
C_flat[189],5.29
C_flat[190],5.29
C_flat[191],5.29
C_flat[192],5.29
C_flat[193],5.29
C_flat[194],5.29
C_flat[195],5.29
C_flat[196],5.29
C_flat[197],5.29
C_flat[198],5.29
C_flat[1],5.29
C_flat[200],5.29
C_flat[201],5.29
C_flat[202],5.29
C_flat[203],5.29
C_flat[204],5.29
C_flat[205],5.29
C_flat[207],5.29
C_flat[209],5.29
C_flat[211],5.29
C_flat[212],5.29
C_flat[217],5.29
C_flat[21],5.29
C_flat[221],5.29
C_flat[222],5.29
C_flat[223],5.29
C_flat[229],5.29
C_flat[22],5.29
C_flat[230],5.29
C_flat[231],5.29
C_flat[232],5.29
C_flat[233],5.29
C_flat[235],5.29
C_flat[237],5.29
C_flat[239],5.29
C_flat[23],5.29
C_flat[240],5.29
C_flat[241],5.29
C_flat[242],5.29
C_flat[245],5.29
C_flat[246],5.29
C_flat[247],5.29
C_flat[248],5.29
C_flat[249],5.29
C_flat[24],5.29
C_flat[250],5.29
C_flat[251],5.29
C_flat[254],5.29
C_flat[255],5.29
C_flat[27],5.29
C_flat[29],5.29
C_flat[31],5.29
C_flat[32],5.29
C_flat[33],5.29
C_flat[34],5.29
C_flat[35],5.29
C_flat[37],5.29
C_flat[39],5.29
C_flat[3],5.29
C_flat[41],5.29
C_flat[42],5.29
C_flat[43],5.29
C_flat[44],5.29
C_flat[45],5.29
C_flat[47],5.29
C_flat[4],5.29
C_flat[52],5.29
C_flat[53],5.29
C_flat[55],5.29
C_flat[59],5.29
C_flat[60],5.29
C_flat[61],5.29
C_flat[62],5.29
C_flat[63],5.29
C_flat[65],5.29
C_flat[67],5.29
C_flat[70],5.29
C_flat[75],5.29
C_flat[77],5.29
C_flat[79],5.29
C_flat[80],5.29
C_flat[81],5.29
C_flat[83],5.29
C_flat[85],5.29
C_flat[87],5.29
C_flat[88],5.29
C_flat[89],5.29
C_flat[90],5.29
C_flat[91],5.29
C_flat[93],5.29
C_flat[96],5.29
C_flat[97],5.29
C_flat[98],5.29
C_flat[9],5.29
_01118_,5.29
_00904_,5.28
_01068_,5.28
_01205_,5.28
_01495_,5.28
_01946_,5.28
_02224_,5.28
_02920_,5.28
_02936_,5.28
_02960_,5.28
_03651_,5.28
_06352_,5.28
_06353_,5.28
_07316_,5.28
_07390_,5.28
_07731_,5.28
_07834_,5.28
_09948_,5.28
_10568_,5.28
_11365_,5.28
_11376_,5.28
_11509_,5.28
_11713_,5.28
_12323_,5.28
_12326_,5.28
_12851_,5.28
_13584_,5.28
_14934_,5.28
_15340_,5.28
_16252_,5.28
_16373_,5.28
_16418_,5.28
_17980_,5.28
_19555_,5.28
_21349_,5.28
_22836_,5.28
_22979_,5.28
_23230_,5.28
_24339_,5.28
_24830_,5.28
_25441_,5.28
_25901_,5.28
net794,5.28
net917,5.28
_20670_,5.275
_10436_,5.27
_01047_,5.26
_01056_,5.26
_01116_,5.26
_01185_,5.26
_01871_,5.26
_02001_,5.26
_02003_,5.26
_02005_,5.26
_02036_,5.26
_02633_,5.26
_03327_,5.26
_03357_,5.26
_03539_,5.26
_03659_,5.26
_03690_,5.26
_03737_,5.26
_03847_,5.26
_03858_,5.26
_03923_,5.26
_04184_,5.26
_04286_,5.26
_05732_,5.26
_07154_,5.26
_07534_,5.26
_07637_,5.26
_07932_,5.26
_08306_,5.26
_08481_,5.26
_08487_,5.26
_08536_,5.26
_08853_,5.26
_09842_,5.26
_09863_,5.26
_09877_,5.26
_10014_,5.26
_10635_,5.26
_10799_,5.26
_11278_,5.26
_11332_,5.26
_11448_,5.26
_12046_,5.26
_12276_,5.26
_12824_,5.26
_13035_,5.26
_13592_,5.26
_13958_,5.26
_14409_,5.26
_14602_,5.26
_15568_,5.26
_16603_,5.26
_16737_,5.26
_17267_,5.26
_17583_,5.26
_17594_,5.26
_17701_,5.26
_17823_,5.26
_17876_,5.26
_18026_,5.26
_18550_,5.26
_18555_,5.26
_19022_,5.26
_19550_,5.26
_20297_,5.26
_20342_,5.26
_20350_,5.26
_21055_,5.26
_21073_,5.26
_21250_,5.26
_21558_,5.26
_22321_,5.26
_22594_,5.26
_22820_,5.26
_23700_,5.26
_23775_,5.26
_23901_,5.26
_24075_,5.26
_24165_,5.26
_24569_,5.26
_24615_,5.26
_25009_,5.26
_25845_,5.26
m2.A22\[6\],5.26
net851,5.26
net924,5.26
net951,5.26
_07994_,5.255
_03135_,5.24
_03392_,5.24
_03448_,5.24
_03475_,5.24
_04805_,5.24
_09358_,5.24
_10549_,5.24
_11728_,5.24
_12951_,5.24
_13431_,5.24
_16679_,5.24
_19412_,5.24
_20735_,5.24
_21321_,5.24
_21339_,5.24
_21591_,5.24
_23017_,5.24
_23708_,5.24
_25528_,5.24
_00724_,5.22
_01161_,5.22
_01469_,5.22
_01504_,5.22
_01713_,5.22
_02135_,5.22
_02355_,5.22
_02475_,5.22
_02489_,5.22
_02735_,5.22
_02749_,5.22
_03411_,5.22
_03413_,5.22
_03577_,5.22
_03806_,5.22
_03836_,5.22
_03998_,5.22
_04145_,5.22
_04152_,5.22
_04291_,5.22
_04937_,5.22
_05614_,5.22
_05805_,5.22
_06727_,5.22
_07520_,5.22
_08050_,5.22
_08093_,5.22
_08331_,5.22
_08758_,5.22
_09568_,5.22
_09936_,5.22
_10015_,5.22
_10301_,5.22
_10338_,5.22
_10454_,5.22
_11181_,5.22
_11508_,5.22
_11557_,5.22
_11877_,5.22
_12216_,5.22
_12597_,5.22
_13241_,5.22
_13310_,5.22
_13347_,5.22
_13409_,5.22
_13656_,5.22
_14415_,5.22
_14588_,5.22
_15553_,5.22
_16512_,5.22
_16610_,5.22
_17050_,5.22
_17803_,5.22
_17807_,5.22
_17878_,5.22
_17957_,5.22
_17994_,5.22
_18419_,5.22
_18465_,5.22
_18506_,5.22
_18541_,5.22
_18621_,5.22
_19250_,5.22
_19417_,5.22
_19579_,5.22
_20186_,5.22
_20748_,5.22
_21372_,5.22
_21740_,5.22
_22066_,5.22
_22231_,5.22
_22440_,5.22
_22986_,5.22
_23311_,5.22
_24479_,5.22
_24579_,5.22
_24962_,5.22
_25407_,5.22
_25623_,5.22
net89,5.22
_09709_,5.2
A_flat[245],5.19
_12306_,5.19
_17749_,5.19
_19472_,5.19
_01173_,5.16
_02923_,5.16
_03361_,5.16
_03884_,5.16
_04687_,5.16
_08180_,5.16
_13003_,5.16
_13167_,5.16
_13230_,5.16
_16519_,5.16
_19593_,5.16
_20181_,5.16
_23000_,5.16
_25693_,5.16
_00202_,5.14
_01003_,5.14
_01067_,5.14
_02731_,5.14
_03134_,5.14
_03207_,5.14
_03472_,5.14
_03520_,5.14
_03886_,5.14
_04199_,5.14
_04619_,5.14
_04878_,5.14
_04961_,5.14
_05224_,5.14
_05297_,5.14
_05942_,5.14
_06283_,5.14
_07273_,5.14
_07573_,5.14
_07941_,5.14
_08514_,5.14
_09193_,5.14
_09258_,5.14
_09299_,5.14
_10485_,5.14
_11273_,5.14
_11734_,5.14
_12193_,5.14
_13684_,5.14
_13823_,5.14
_14234_,5.14
_14515_,5.14
_14536_,5.14
_14696_,5.14
_16612_,5.14
_17644_,5.14
_17727_,5.14
_17780_,5.14
_17855_,5.14
_18081_,5.14
_18804_,5.14
_18959_,5.14
_19013_,5.14
_19369_,5.14
_21411_,5.14
_21489_,5.14
_22690_,5.14
_23267_,5.14
_23565_,5.14
_23580_,5.14
_24039_,5.14
_24374_,5.14
_24513_,5.14
_24663_,5.14
_25283_,5.14
_25645_,5.14
_25696_,5.14
net817,5.14
net987,5.14
_11178_,5.135
_09158_,5.12
_09355_,5.12
_12754_,5.12
_21983_,5.12
_25928_,5.12
_15615_,5.11
_00141_,5.1
_00204_,5.1
_00258_,5.1
_02112_,5.1
_02354_,5.1
_02366_,5.1
_03416_,5.1
_04306_,5.1
_05931_,5.1
_07005_,5.1
_07886_,5.1
_10661_,5.1
_12730_,5.1
_13283_,5.1
_14815_,5.1
_15742_,5.1
_16678_,5.1
_24841_,5.1
_25049_,5.1
net287,5.1
net813,5.1
_00547_,5.095
_13901_,5.095
_09338_,5.09
_22863_,5.09
_00032_,5.07
_05519_,5.07
_05828_,5.07
_08607_,5.07
_00332_,5.06
_03223_,5.06
_04842_,5.06
_05628_,5.06
_06031_,5.06
_14426_,5.06
_16154_,5.06
_16403_,5.06
_20424_,5.06
_00305_,5.04
_00478_,5.04
_04681_,5.04
_06947_,5.04
_11401_,5.04
_14098_,5.04
_22165_,5.04
_24264_,5.04
net291,5.04
_00903_,5.02
_01074_,5.02
_03419_,5.02
_04371_,5.02
_05159_,5.02
_05794_,5.02
_06661_,5.02
_06760_,5.02
_07181_,5.02
_07650_,5.02
_08149_,5.02
_08240_,5.02
_08395_,5.02
_09486_,5.02
_09524_,5.02
_10079_,5.02
_10119_,5.02
_10282_,5.02
_11097_,5.02
_11454_,5.02
_12893_,5.02
_13110_,5.02
_13338_,5.02
_13479_,5.02
_13548_,5.02
_13664_,5.02
_13866_,5.02
_14477_,5.02
_14912_,5.02
_15293_,5.02
_15700_,5.02
_15709_,5.02
_16550_,5.02
_16994_,5.02
_18790_,5.02
_21361_,5.02
_21629_,5.02
_22651_,5.02
_22808_,5.02
_22860_,5.02
_22946_,5.02
_23094_,5.02
_23132_,5.02
_23638_,5.02
_24172_,5.02
_24842_,5.02
_24867_,5.02
_25199_,5.02
net850,5.02
_24858_,5.01
_00255_,5
_06068_,5
_07021_,5
_08432_,5
_09645_,5
_11559_,5
_12753_,5
_16311_,5
_19183_,5
_22058_,5
_22978_,5
_00043_,4.99
_00106_,4.99
_05199_,4.99
_00181_,4.97
_00963_,4.94
_01869_,4.94
_02053_,4.94
_02071_,4.94
_02714_,4.94
_03777_,4.94
_04458_,4.94
_04548_,4.94
_05112_,4.94
_05927_,4.94
_07057_,4.94
_08113_,4.94
_08402_,4.94
_08450_,4.94
_08457_,4.94
_09357_,4.94
_10394_,4.94
_11578_,4.94
_12980_,4.94
_13039_,4.94
_13293_,4.94
_13298_,4.94
_13745_,4.94
_14678_,4.94
_16134_,4.94
_16910_,4.94
_17440_,4.94
_17927_,4.94
_19034_,4.94
_20736_,4.94
_21838_,4.94
_22875_,4.94
_23115_,4.94
_24369_,4.94
_25373_,4.94
_25449_,4.94
_25550_,4.94
_25939_,4.94
_00097_,4.93
_00411_,4.92
_00422_,4.92
_00451_,4.92
_00474_,4.92
_00501_,4.92
_00557_,4.92
_00621_,4.92
_01026_,4.92
_02257_,4.92
_02419_,4.92
_02443_,4.92
_02462_,4.92
_02974_,4.92
_03032_,4.92
_03102_,4.92
_03424_,4.92
_03514_,4.92
_03589_,4.92
_03848_,4.92
_03945_,4.92
_05802_,4.92
_06165_,4.92
_06621_,4.92
_06825_,4.92
_06954_,4.92
_08686_,4.92
_09223_,4.92
_09360_,4.92
_09436_,4.92
_09696_,4.92
_10605_,4.92
_11074_,4.92
_11135_,4.92
_11410_,4.92
_11479_,4.92
_12821_,4.92
_12836_,4.92
_12888_,4.92
_13434_,4.92
_13805_,4.92
_13928_,4.92
_14729_,4.92
_14845_,4.92
_15030_,4.92
_15619_,4.92
_16150_,4.92
_16316_,4.92
_16335_,4.92
_16388_,4.92
_16545_,4.92
_16617_,4.92
_16833_,4.92
_16876_,4.92
_17747_,4.92
_18422_,4.92
_18669_,4.92
_18789_,4.92
_19468_,4.92
_19841_,4.92
_20452_,4.92
_21159_,4.92
_21193_,4.92
_21825_,4.92
_22633_,4.92
_22634_,4.92
_22780_,4.92
_22955_,4.92
_24525_,4.92
_24566_,4.92
_24581_,4.92
_24650_,4.92
