net,length_um
_05906_,482.54
_06805_,481.74
_09372_,481.56
_10897_,481.26
_13219_,481.07
_05573_,481
_01904_,480.8
_11884_,480.26
_06418_,480
_18402_,479.79
_25158_,479.785
_15788_,479.72
_18799_,478.43
_11980_,478.39
_18583_,478.28
_05694_,478.19
_18249_,478
_00940_,477.96
_13824_,477.925
_13246_,477.375
clknet_2_1_0_clk,476.94
_14483_,476.64
_25112_,476.47
_06813_,476.06
_16220_,476.06
_05433_,475.79
_24572_,475.53
_05575_,475.5
_22839_,475.46
_02085_,475.35
_01928_,475.17
_18576_,474.34
net930,474.05
_18652_,474.02
clknet_4_2_0_clk,473.44
_12154_,473.28
_19203_,473.02
_13735_,472.74
_25169_,472.24
_14493_,472.13
_18581_,470.8
_03362_,470.68
_25836_,470.44
_24743_,470.36
_03508_,470.28
net916,470.24
_18662_,469.38
_02068_,469.3
_07740_,468.69
_18650_,468.54
_05565_,468.33
_11892_,468.04
_11840_,467.67
_05524_,467.64
_06807_,466.4
_21753_,465.555
m0.B11\[9\],465.38
_09290_,465.2
_05903_,465.08
_05592_,464.99
_11749_,464.25
_18675_,463.66
_00973_,463.64
_09363_,463.04
_13351_,462.46
_05795_,462.2
clknet_4_4_0_clk,462.2
_16072_,462.04
_19047_,461.885
_13009_,461.74
_12142_,461.55
_21757_,461.38
m1.B22\[9\],461.02
_18659_,460.97
_15601_,460.835
_05912_,460.65
m2.A22\[2\],460
m0.B22\[3\],459.96
_01018_,459.42
_11674_,459.25
_18251_,459.08
_10952_,458.915
_05459_,458.795
_01991_,458.5
_03296_,458.42
_11623_,458.18
_18753_,457.59
_14297_,457.15
_12092_,457.145
_25495_,457.055
_16459_,456.88
_09114_,456.64
_18587_,456.52
net811,456.16
_10105_,455.96
net363,455.69
_15645_,455.64
clknet_4_3_0_clk,455.6
_24814_,455.52
_25166_,455.45
_11846_,455.31
_05609_,455.04
_19733_,454.74
_24747_,454.08
_07148_,453.93
_06815_,453.82
_12068_,453.7
_25044_,453.62
_18471_,453.37
_22496_,453.32
_06808_,452.72
_10886_,452.405
_18783_,451.98
_24808_,451.58
_15612_,450.94
_05469_,450.2
m0.B22\[5\],450.1
_06408_,449.96
_16488_,449.9
_16495_,449.82
_10061_,449.36
_11873_,449.06
_18476_,448.95
_19088_,448.78
m2.A12\[9\],448.43
_12419_,448.42
_18139_,448.38
_24912_,448.38
_05561_,448.14
_09163_,447.23
_22511_,447.22
m0.B12\[4\],446.9
_23057_,446.77
_05839_,446.75
_16663_,446.47
_19385_,446.22
_12777_,445.92
_05426_,445.78
_13180_,445.68
_11686_,445.05
_14924_,445.05
_05562_,445.005
_05197_,444.98
_03298_,444.81
_13248_,444.75
net896,444.52
m2.A21\[8\],444.02
_18737_,443.57
_15117_,443.54
m1.B11\[3\],443.06
m2.A12\[4\],443
_18255_,442.8
_05683_,442.46
net962,442.14
_11610_,441.98
_13159_,441.945
_12983_,441.91
net772,441.91
_24889_,441.76
m0.A11\[10\],440.78
_09213_,440.46
_16480_,440.37
_13045_,440.095
_12160_,439.985
_09123_,439.255
_05692_,438.995
_12140_,438.44
_10127_,438.38
_06193_,437.78
_11689_,437.59
_12134_,437.085
_24763_,436.62
_11853_,436.32
_09319_,436.31
_01983_,435.93
_12086_,435.69
_24939_,435.48
_12591_,435.445
_09199_,435.32
_24618_,435.32
_25271_,434.97
_24397_,434.92
_24675_,434.115
_21347_,433.6
_24706_,433.46
_15438_,432.85
_11899_,432.605
_19400_,432.33
_10116_,432.17
_12303_,432.13
_18609_,432.05
_05917_,431.99
_18257_,431.58
_09431_,430.95
_12232_,430.18
_05626_,430.12
_09166_,429.87
_11845_,429.82
_18856_,429.38
_18788_,429.35
_11925_,429.1
_17917_,428.5
_18335_,428.4
_05661_,428.1
_10618_,427.95
_09202_,427.24
m0.B22\[10\],426.26
_23085_,426.19
_24816_,426.04
_15634_,426
_05423_,425.81
_11900_,425.75
_25927_,425.69
m1.B11\[8\],425.635
_11820_,425.62
_15460_,425.57
_17636_,425.06
_11752_,424.86
_24914_,423.46
_18805_,423.42
_16289_,422.96
m0.B11\[5\],422.72
_16438_,422.64
_05627_,422.53
m1.B22\[8\],422.02
m0.A22\[5\],421.4
_01648_,421.32
net727,421.32
_24685_,420.9
_06835_,420.63
_18665_,420.34
_05744_,420.1
m2.A22\[7\],419.8
_05474_,419.55
_05704_,418.7
_24838_,418.03
_14969_,417.7
_05421_,417.51
_23030_,417.34
_03323_,417.16
_00523_,416.84
_13053_,416.69
_13315_,416.32
_25084_,416.155
_18462_,415.62
_05559_,415.555
_09071_,414.5
_24696_,414.395
_23691_,414.26
m0.B22\[8\],414.18
_05514_,414.015
_12081_,413.81
_24924_,413.745
m0.B11\[3\],413.58
_06345_,413.56
_05447_,413.39
_03299_,413.29
_06965_,413.12
_05487_,413.09
_05585_,412.88
_11678_,412.88
_18377_,411.81
_12088_,411.58
_16504_,411.55
_13148_,410.42
_14977_,410.21
_16448_,410.07
_19060_,409.92
net822,409.43
_12087_,409.39
_13689_,409.37
net360,408.77
_05581_,408.61
_08589_,408.61
_12057_,408.54
net912,408.5
_14286_,407.96
_13151_,407.9
_14719_,407.88
_06817_,407.75
net742,407.72
_05428_,407.5
_00629_,406.845
_05717_,406.725
_14671_,406.505
net740,406.28
_18810_,406.17
_18375_,405.92
_11759_,405.46
m0.B11\[4\],405.37
_02359_,404.66
_11668_,404.65
_13125_,404.23
_02480_,403.96
_05419_,403.755
m0.A22\[9\],403.45
m0.B11\[2\],403
_19062_,402.96
_00524_,402.9
_05689_,402.57
_10908_,402.5
m0.A22\[4\],402.2
_18478_,401.94
_22481_,401.9
_17895_,401.85
_12168_,400.82
_09495_,400.54
_11833_,400.385
_11854_,400.27
m1.B11\[4\],400.04
_05424_,400
_07336_,399.88
_09336_,399.82
_13686_,399.4
_11832_,399.05
_19689_,398.96
_04867_,398.8
m0.A21\[6\],398.64
net744,398.62
_10000_,398.56
m0.A21\[8\],398.52
_19528_,398.39
_12254_,398.34
_12143_,398.325
m2.A22\[8\],398.285
_05594_,398.24
_13169_,397.57
_10945_,397.265
_01082_,397.06
_18975_,396.9
_18554_,396.85
_00950_,396.84
_09435_,396.62
_23516_,396.52
_13173_,395.82
_12335_,395.18
_18525_,395.18
_03833_,394.96
_25135_,394.86
_14792_,394.84
_18179_,394.58
_18246_,394.58
_14717_,394.32
_14165_,394.29
m2.A11\[8\],394.225
_24736_,394.215
_15286_,394
net783,393.94
_18640_,393.93
_09265_,393.73
_09307_,393.455
_18263_,393.3
_09998_,393.1
_05473_,393.06
_03245_,392.94
_25534_,392.82
_25439_,392.8
_23474_,392.27
_00800_,392.02
_05599_,391.875
_11663_,391.855
_05418_,391.78
_18995_,391.76
_05415_,391.235
_18379_,391.04
_13210_,390.98
net739,390.82
_19303_,390.68
_07977_,390.51
_25606_,390.5
_01238_,390.33
m0.A12\[2\],390.035
_15964_,389.73
_19521_,389.58
_25825_,389.58
_15183_,389.33
net741,389.12
_15744_,389.04
_18668_,389.04
net838,388.88
_15898_,387.99
_24686_,387.855
_00566_,387.7
_25419_,387.66
_05976_,387.45
_12049_,386.89
_11029_,386.66
m0.A21\[11\],386.6
_20054_,386.46
_16287_,386.32
_12255_,385.88
_18340_,385.74
_03219_,385.68
_04922_,385.68
_11998_,385.46
_25490_,385.42
_18796_,385.39
_25487_,385.3
_06009_,385.22
_19302_,384.915
m2.A21\[9\],384.6
_25222_,384.21
_23509_,383.88
m2.A11\[4\],383.66
_14825_,383.585
_08952_,383.28
_12262_,383.13
_09793_,383.02
_14931_,382.73
_13144_,382.63
_00924_,381.78
_12315_,381.76
_07621_,381.6
_07658_,381.54
_10072_,381.38
_12050_,381.365
net841,380.85
_05742_,380.815
_18776_,380.76
_10710_,380.71
_13235_,380.57
_11611_,380.13
_25633_,379.98
_24950_,379.9
_13687_,379.25
m0.A21\[7\],379.2
_24724_,379.04
_24694_,378.945
_05751_,378.82
_24734_,378.625
m1.B11\[2\],378.24
_09912_,378.2
_04813_,378.12
_07624_,377.68
_06306_,377.52
_05791_,377.2
_19277_,377.16
_04102_,376.69
_11641_,376.66
_04038_,375.85
_24828_,375.8
_01708_,375.74
_22997_,375.44
_09604_,374.62
_05413_,374.24
_15755_,374.22
_18055_,374.2
_12138_,374.11
m0.A12\[11\],373.88
_05553_,373.69
_25689_,373.66
_03216_,373.65
_25452_,373.54
m0.B22\[4\],373.42
_05571_,373.22
_07616_,373.08
_19280_,373.08
_18755_,373
_23837_,372.62
_00651_,372.6
_11999_,372.41
_13097_,372.34
_24518_,372.32
_24848_,372.16
_14836_,371.54
m1.B11\[11\],371.03
_24733_,371.025
_23477_,371.02
net823,370.92
_12641_,370.65
_18901_,370.63
_05582_,370.625
_12768_,370.6
_11828_,370.58
_10226_,370.54
_11016_,370.48
_23797_,370.22
_24929_,370.08
_18338_,370.02
_25253_,369.98
_25709_,369.44
_12051_,369.395
_06820_,369.04
_24933_,368.82
_14916_,368.7
_12359_,368.675
_25810_,368.64
_05926_,368.57
_18743_,368.35
_11680_,368.25
_00925_,367.91
_03969_,367.71
_00522_,367.46
_11765_,367.12
_13014_,366.98
_04118_,366.93
_24959_,366.82
m1.B12\[0\],366.58
_05974_,366.26
_09197_,366.23
_01086_,366.18
_22361_,365.72
_13096_,365.28
_11869_,365.145
_19058_,364.96
_01149_,364.94
_11852_,364.58
_18343_,364.14
_18336_,364.1
_11070_,363.37
_13127_,363.37
_22993_,362.86
_18785_,362.255
m0.A22\[8\],362.21
_06008_,362.18
_05551_,362.12
_18932_,361.38
_14781_,361.22
_05909_,361.21
_13228_,361.21
_11758_,360.98
_06121_,360.97
_24442_,360.76
_18233_,360.75
_11617_,360.55
_24911_,360.485
_14721_,360.28
_18773_,360.275
_14157_,360.1
_24742_,359.68
_15617_,359.635
_17026_,359.285
_13515_,359.06
_05725_,358.92
m1.B22\[0\],358.87
_01790_,358.66
_11848_,358.5
clknet_4_1_0_clk,358.42
_04802_,358.355
_25524_,358.24
_04735_,358.2
_24894_,357.865
_18590_,357.73
_05558_,357.64
_09461_,357.55
net889,357.46
_03274_,357.38
_15080_,357.27
_06322_,357.12
_14834_,356.7
_17879_,356.56
_20384_,356.26
m1.B22\[4\],356.125
_05746_,355.86
_05707_,355.745
_05453_,355.4
_21107_,354.84
_20389_,354.67
_25677_,354.22
_21324_,354.12
_02428_,353.54
_13012_,353.44
m0.A12\[5\],353.25
_22210_,353.08
_05522_,352.92
_05470_,352.87
_17528_,352.245
_05515_,352.19
_22741_,352.09
_25889_,351.92
_25651_,351.8
_04035_,351.64
_02527_,351.55
_18750_,351.36
_13888_,351.24
_11677_,351.2
_08652_,351.04
_25521_,350.21
_13563_,349.7
_14308_,349.69
m0.A21\[4\],349.66
_14160_,349.29
_24718_,349.265
_09958_,349.24
_12090_,348.8
_05454_,348.765
_01744_,348.6
_06732_,348.58
_11275_,348.58
_25582_,348.36
_20494_,348.2
net975,348.14
_02525_,348.095
_00727_,347.9
_08831_,347.74
_23880_,347.62
_16547_,346.79
_05712_,346.585
_11843_,346.35
_10905_,346.32
_03909_,346.26
_19266_,346.15
m0.B21\[3\],346.08
_01155_,346.04
_15142_,346.02
_25793_,345.74
_20561_,345.52
_11864_,345.255
_06673_,345.215
_06961_,345.16
_05429_,344.95
_11608_,344.28
_02879_,344.24
_24863_,344.06
_03145_,343.94
_18067_,343.78
_22962_,343.7
_04049_,343.37
_11549_,343.18
_06179_,343.17
net973,343.14
_05240_,343.1
_11650_,342.72
_11669_,342.345
_08669_,342.28
_19615_,342.12
m1.B11\[7\],342.04
_25270_,341.96
_05277_,341.86
net960,341.68
_23045_,341.52
_10149_,341.39
_06133_,341.36
_25738_,341.35
m0.B12\[3\],340.975
_08757_,340.86
_18826_,340.78
_13980_,340.72
_11863_,340.605
_17874_,340.46
_13600_,340.39
_11910_,340.22
_06971_,340.08
_22316_,339.96
_17870_,339.79
_17905_,339.77
_05809_,339.42
_12139_,339.32
_11886_,339.01
_12334_,338.995
_01700_,338.64
m2.A12\[1\],338.28
_11716_,337.41
_25051_,337.37
net724,337.24
_19314_,336.735
_05857_,336.68
_22292_,336.5
_18760_,336.44
_15766_,336.17
_09329_,336.085
_14660_,336.06
_05533_,335.74
_11990_,335.38
_22213_,335.335
_03132_,334.82
net720,334.79
net898,334.61
_05416_,334.55
_23835_,334.48
_05669_,334.44
_03905_,333.9
_13630_,333.86
net745,333.61
_00521_,333.555
_20492_,333.52
_17881_,333.5
_21246_,333.2
_24925_,333.18
_12102_,333.12
_17887_,332.88
_06740_,332.77
_11639_,332.77
_17858_,332.68
_05410_,332.435
_04036_,332.4
_00966_,332.29
_18808_,332.22
_13565_,332.16
_04800_,331.9
m0.A11\[0\],331.86
m2.A12\[3\],331.675
_12056_,331.64
_11911_,331.58
_20564_,331.58
_12055_,331.54
_11640_,331.36
_22395_,331.32
_18486_,331.3
_03147_,331.16
_11665_,330.605
_12059_,330.315
_11630_,330.105
net738,329.44
_11912_,329.385
_23785_,329.36
_11329_,329.35
_24892_,329.33
_19586_,329.06
_17853_,329.02
_15135_,328.93
_22857_,328.88
_22698_,328.86
_13682_,328.76
_09037_,328.62
net728,328.54
_17868_,328.42
_19581_,328.4
_05937_,328.17
_10389_,327.78
_11681_,327.6
_22373_,326.91
_06254_,326.88
_25155_,326.83
_05713_,326.61
_12179_,326.6
_05341_,326.54
_08650_,326.38
_07668_,326.3
_03186_,326.26
_11824_,326.16
_12048_,325.52
_11888_,325.43
_19642_,325.13
_14176_,325.1
_05472_,325.08
_06790_,324.85
_17928_,324.82
_23028_,324.82
_13326_,324.64
_22372_,324.2
_11916_,324.15
_10616_,324.09
_00745_,323.505
_20038_,323.18
_05347_,323.06
_17847_,322.9
_12238_,322.38
_07633_,322.2
_13077_,322.12
_05545_,322.02
_06088_,321.98
_19957_,320.92
_09188_,320.68
_05780_,320.65
_01352_,320.52
_07755_,320.2
_10688_,320.03
_18189_,319.9
_13011_,319.63
_07674_,319.5
_05697_,319.4
_01747_,319.33
_03183_,319.22
_22138_,319.16
_18373_,319.06
_18136_,318.92
_07664_,318.86
_17863_,318.84
_17850_,318.67
_10050_,318.62
net722,318.56
net726,318.44
_11535_,317.94
_13889_,317.72
net743,317.32
_03012_,317.15
_12063_,317.12
_19202_,317.12
_14748_,316.945
_05070_,316.77
_16839_,316.74
_11106_,316.54
_11655_,316.365
_14704_,316.09
_17938_,315.9
_13142_,315.75
_13133_,315.54
m0.B22\[2\],315.5
_25362_,315.4
_01647_,315.26
_24674_,315.26
net721,315.2
_19912_,314.96
_05484_,314.95
_01442_,314.86
_06313_,314.7
_01016_,314.695
_11667_,314.565
_09675_,314.33
_07853_,314.3
_19757_,314.1
_07709_,313.99
_19273_,313.76
_25974_,313.73
_11894_,313.36
_22137_,313.3
_18393_,313.2
_24799_,313.155
_18702_,313.01
_11541_,312.76
_17865_,312.62
_18617_,312.57
net746,312.55
_14996_,312.165
_14494_,311.45
_20828_,311.43
_22584_,311.22
_24982_,311.22
_09450_,311.115
_25909_,310.88
_20845_,310.72
net729,310.39
_09758_,310.385
_06312_,309.4
_06866_,309.26
_00981_,309.16
_06148_,309.12
_12982_,308.975
_11826_,308.8
_05342_,308.62
_18700_,308.62
_10409_,308.5
_22238_,308.42
_07745_,308.28
_13154_,308.25
_18147_,308.24
_01032_,307.8
net723,307.78
_19260_,307.145
_02468_,306.8
m0.B22\[9\],306.64
_13309_,306.4
_18124_,306.36
m0.A22\[3\],306.3
_18512_,305.86
_25083_,305.825
_25094_,305.49
_13131_,305.42
_05560_,305.375
m0.A12\[9\],305.365
_13257_,305.22
_13892_,305.14
_24786_,305.11
_19286_,305.02
_24076_,304.84
_12067_,304.545
_18473_,304.43
_14759_,304.255
_06000_,304.07
_10184_,303.36
_23098_,303.18
_25060_,302.26
_24913_,302.2
_06257_,301.97
_06173_,301.9
_12258_,301.84
_24732_,301.675
_19919_,301.29
_17915_,301.12
_03720_,301
_18125_,300.97
_21315_,300.96
_25249_,300.87
_14250_,300.78
_05294_,300.72
_12061_,300.26
_11915_,299.96
_18618_,299.92
_23034_,299.82
_13121_,299.76
_18505_,299.64
_01002_,299.51
m2.A21\[5\],299.1
_13117_,299.07
_07334_,299.06
_17037_,298.9
_06477_,298.77
_12062_,298.68
_11293_,298.64
_15876_,298.55
_09871_,298.44
_12082_,298.41
_14897_,298.36
_06001_,298.31
_16522_,298.27
_25157_,298.015
_01158_,297.78
_24684_,297.4
_12080_,297.235
_11839_,297.22
_07867_,296.46
_12767_,296.4
_19759_,296.13
_17866_,295.935
_03152_,295.91
_05547_,295.84
_10636_,295.8
_01271_,295.62
_18740_,295.52
_06286_,295.4
_03918_,294.9
net485,294.9
_11176_,294.84
_07007_,294.78
net997,294.76
m2.A22\[12\],294.72
_05477_,294.67
_22421_,294.36
_12091_,294.165
_06966_,293.7
_18693_,293.65
_16960_,293.31
_05635_,293.17
_20696_,293
_19656_,292.84
_10188_,292.67
_12438_,292.18
_11631_,291.97
_18918_,291.66
_24584_,291.49
_07008_,291.44
m2.A22\[4\],291.14
_16061_,291.12
_14658_,291.01
_16050_,290.92
_10775_,290.66
_11885_,290.41
_12263_,290.28
net719,290.16
_11649_,290.02
_09256_,289.8
_24993_,289.78
_10302_,289.68
_09263_,289.5
_20787_,288.6
_13123_,288.53
_08587_,288.42
_04003_,288.275
_13311_,287.98
_00952_,287.95
_16313_,287.81
_18480_,287.7
m1.B21\[0\],287.7
_05753_,287.39
_25311_,287.32
_18469_,286.74
_00760_,286.68
_13358_,286.62
_14154_,286.6
_02279_,286.2
net910,285.88
_11463_,285.84
_11784_,285.66
_18509_,285.5
_19923_,285.09
_13119_,285.07
_18418_,285.07
_20626_,285.06
_07405_,285.04
_13079_,284.52
_18792_,284.38
_20824_,284.38
_09061_,284.24
_11909_,284.16
_20807_,284.13
_10702_,284.07
_18178_,283.9
_13135_,283.76
_10789_,283.63
_20055_,283
_05444_,282.84
_14923_,282.82
_10777_,282.75
_12412_,282.5
_15563_,282.31
_10292_,282.26
_20057_,282.26
_14799_,282.12
_02281_,281.96
_10721_,281.765
_12609_,281.52
_22267_,281.38
_23016_,281.37
_20531_,281.26
_22424_,280.84
_18368_,280.74
_11304_,280.68
_07046_,280.565
_08428_,280.4
_03683_,280.38
_24917_,280.075
_21192_,280.04
_18966_,280.02
_08244_,279.74
_21298_,279.66
_24726_,279.5
_06933_,279.44
_05754_,279.23
_20676_,279.23
_10112_,278.7
_10180_,278.64
_18684_,278.44
_20535_,278.41
_04037_,278.18
_00648_,277.885
_12281_,277.62
m0.A22\[11\],277.62
m0.B11\[1\],277.5
_12130_,277.46
_00519_,277.22
_25310_,277.13
_12096_,277.02
_19440_,276.96
_24673_,276.475
_06005_,276.28
m1.B12\[8\],276.065
_12053_,275.785
_18358_,275.64
m0.A11\[1\],275.63
_20651_,275.56
_14413_,275.42
_24671_,274.86
_24338_,274.78
_12439_,274.43
m2.A22\[0\],274.08
_18491_,274.02
_11748_,273.8
_19443_,273.58
_24815_,273.22
_14334_,273.18
_24833_,273.03
_16291_,272.985
_19335_,272.645
_01156_,272.64
_16315_,272.15
_19636_,271.92
_04703_,271.84
_24713_,271.775
_06713_,271.755
_05465_,271.68
_12173_,271.6
_24748_,271.355
_19311_,271.27
_12314_,271.19
_05509_,271.045
_19078_,270.96
_12172_,270.8
m2.A22\[9\],270.5
_11791_,270.04
_00554_,270.025
_11878_,270
_24845_,269.96
_19446_,269.86
_23147_,269.84
_14623_,269.72
_13137_,269.7
_13388_,269.17
_17883_,268.98
_21570_,268.54
_08356_,268.5
_05610_,268.33
_11712_,268.33
_02194_,268.31
_10171_,268.265
_10867_,268.26
_02282_,268.15
_07623_,268.09
_12739_,268.09
_02481_,268.06
_05646_,268.015
_20734_,267.94
_06914_,267.9
_21461_,267.8
_10899_,267.68
_11731_,267.42
_21576_,267.42
_18698_,267.4
_11872_,267.35
_05461_,267.135
_08439_,267.1
_11862_,266.9
_05460_,266.815
_16088_,266.57
_18352_,266.32
_10982_,266.27
_17906_,266.18
_03441_,266.06
_09924_,265.94
_23097_,265.72
_11690_,265.135
_15902_,265.09
_23148_,265.07
_24687_,265.06
_00759_,264.98
_11874_,264.92
_07051_,264.845
_12987_,264.8
_09318_,264.565
_20761_,264.44
_18699_,264.39
_09034_,263.85
_01660_,263.83
_04427_,263.82
_20810_,263.63
_08405_,263.62
_18347_,263.61
_02873_,263.08
_17024_,263.06
_14277_,262.99
_10958_,262.94
_10963_,262.6
_11729_,262.545
_11744_,262.47
_12894_,262.28
_11643_,262.225
_12367_,262.15
_05568_,262.075
_04220_,262.04
_18408_,261.84
_13869_,261.66
_10557_,261.61
_19691_,261.45
_17538_,261.3
_07240_,261.24
_16208_,260.52
_01278_,260.4
_18638_,259.8
_06003_,259.66
_19673_,259.64
_05687_,259.63
_25383_,259.52
_10186_,259.38
_06047_,259.1
_18822_,259.1
_08861_,258.76
_17697_,258.74
_21462_,258.7
_20096_,258.5
_12073_,258.23
_16317_,258.11
_12420_,257.84
_09003_,257.8
_13387_,257.7
_05808_,257.53
_08322_,257.48
_17011_,257.48
m1.B12\[1\],257.42
_12289_,257.315
_20450_,257.26
_03919_,256.7
_00954_,256.28
_09955_,256.18
_04976_,256.03
_14404_,255.87
_14030_,255.7
_11778_,255.62
_21556_,255.38
_18133_,255.23
_05850_,255.16
_25753_,255.08
_05348_,255.04
_13013_,254.945
_05451_,254.86
_12889_,254.84
_25975_,254.81
_08102_,254.72
_25364_,254.68
_11322_,254.67
_14746_,253.5
_12372_,253.38
_10187_,253.36
_09002_,253.29
_18824_,253.24
_16268_,253.05
_06114_,252.99
_09725_,252.89
_17625_,252.62
_19613_,252.6
_17577_,252.55
_21482_,252.22
_05499_,251.81
_01626_,251.8
_18273_,251.76
_08270_,251.69
_05752_,251.46
_19272_,251.36
_19315_,251.21
_24700_,251.18
_18137_,251.16
m0.A12\[7\],251.13
_25959_,250.8
_12030_,250.74
_13703_,250.3
_05823_,250.23
_11007_,250.2
_20862_,249.86
_06025_,249.7
_16267_,249.64
_15081_,249.48
_18350_,249.29
_10326_,249.07
_13780_,249.07
_06672_,249.04
m1.B11\[6\],248.98
_21383_,248.94
_01024_,248.93
_11036_,248.53
_11547_,248.49
_04387_,248.34
_00951_,248.325
_24712_,247.99
_21149_,247.98
_21568_,247.8
_18705_,247.55
_09175_,247.53
_21580_,247.515
_00518_,247.335
_15083_,246.68
m2.A12\[5\],246.445
_04044_,246.36
_11703_,246.22
_18407_,246.02
_06141_,245.89
_00681_,245.825
_12927_,245.745
_10479_,245.68
_03722_,245.58
_15894_,245.58
_05503_,245.56
_18757_,245.12
m0.B21\[7\],244.94
_11795_,244.925
_05800_,244.91
_14475_,244.58
_19276_,244.395
_08804_,244.38
_10183_,244.06
_06752_,243.9
_06968_,243.84
m2.A11\[10\],243.74
_04441_,243.64
_18181_,243.64
_05944_,242.88
_18345_,242.82
_09439_,242.7
_10062_,242.64
_22913_,242.58
_15067_,242.44
_09846_,242.39
_24960_,242.385
_15971_,242.28
_05956_,242.25
_11961_,242.17
_00570_,242.14
_05953_,241.615
_05163_,241.59
_19655_,241.54
_11632_,241.45
_18695_,241.42
_17708_,241.18
_12377_,241.16
_25061_,241.16
_01256_,241.1
_13573_,240.96
_00647_,240.94
_15639_,240.87
_23367_,240.82
_24787_,240.73
_10367_,240.66
_11688_,240.485
net487,240.28
_06913_,240.15
_24079_,240.09
_15637_,240.05
_15609_,240.04
_20098_,239.88
_07426_,239.8
_21516_,239.72
_10658_,239.64
_19436_,239.59
_07430_,239.42
_24577_,239.3
_05641_,239.24
_24776_,239.13
_23004_,239.06
_10501_,238.98
m0.A12\[0\],238.96
_11670_,238.815
_25376_,238.74
_23366_,238.6
_24274_,238.38
_15717_,238.26
_02965_,237.86
_08860_,237.72
_18167_,237.68
_16676_,237.65
_06918_,237.615
_09626_,237.56
_12424_,237.48
_23149_,237.42
_16325_,237.4
_12716_,237.38
_22080_,237.32
_16321_,236.94
_12201_,236.935
_19342_,236.88
_18354_,236.72
net790,236.62
_18795_,236.6
_16293_,236.545
_03996_,236.34
_15953_,236.31
_10626_,236.29
_05511_,236.24
_18311_,236.16
_17530_,236.1
_14693_,236.08
_02674_,236.02
_07406_,235.99
_09362_,235.85
_11661_,235.835
net358,235.71
_18370_,235.4
m2.A11\[6\],235.38
_13574_,235.34
_23855_,235.24
_18134_,235.16
_14018_,235.12
_01121_,235.08
_08066_,234.76
_08279_,234.74
_20859_,234.66
_05510_,234.63
_12133_,234.57
_06126_,234.32
_12461_,234.19
_17814_,234.12
_11606_,234.03
_19811_,233.96
_03638_,233.9
_14914_,233.62
m0.B21\[4\],233.5
_11756_,233.44
_14651_,233.44
_16823_,233.35
_06681_,233.215
_03056_,233.2
_09192_,233.18
_14838_,233.18
_09194_,233.06
_10412_,232.9
_21226_,232.84
net476,232.68
_20529_,232.59
_02966_,232.53
_16827_,232.5
_09185_,232.48
m2.A12\[12\],232.42
_14751_,232.32
_16328_,232.3
_03425_,232.2
net631,232.16
_18603_,232.06
_22951_,232.02
_18622_,231.98
_11718_,231.92
_23150_,231.92
_11136_,231.9
_24335_,231.82
_01655_,231.815
_10126_,231.58
_13911_,231.44
_09247_,230.91
_06189_,230.84
_14723_,230.77
_05874_,230.7
_12558_,230.7
_13400_,230.62
_22943_,230.42
_16297_,230.34
_22910_,230
_01321_,229.92
_17031_,229.85
_15785_,229.77
_04147_,229.76
_11612_,229.75
_16643_,229.74
_02946_,229.02
_10401_,229
_19334_,228.98
_16303_,228.97
_05359_,228.78
_06509_,228.74
_06143_,228.56
_00600_,228.48
_24715_,228.375
_06884_,228.34
_18437_,228.28
_15532_,228.22
_12474_,228.025
_03579_,227.64
_14187_,227.6
_06757_,227.56
_09923_,227.56
_15961_,227.52
_05497_,227.37
_19773_,227.36
_12662_,227.33
_23568_,227.195
_10771_,227.12
_10829_,227.03
_25588_,226.92
_09020_,226.85
_08178_,226.755
_05055_,226.73
_00571_,226.585
_11705_,226.58
_20089_,226.58
_06892_,226.555
_05810_,226.37
_21111_,226.35
_16306_,226.29
_21325_,226.24
_24669_,226.185
_10742_,225.78
_05807_,225.695
_12779_,225.69
_14275_,225.69
_09173_,225.48
_17954_,225.21
_02522_,225.12
_10512_,224.92
_05161_,224.81
_15339_,224.76
